Material;Material short text;Final net price;Price quantity unit net price;Consumptions
00916-004;Sto-quoin mesh inside corner I for groove type;5,75;ST;1,00 pc/pc
00916-005;Sto-quoin mesh inside corner II for groove type;5,75;ST;1,00 pc/pc
00916-006;Sto-quoin mesh inside corner III for Nutty;5,68;ST;1,00 pc/pc
00916-007;Sto-quoin mesh cross piece I for groove type;10,18;ST;1,00 pc/pc
00916-008;Sto-quoin mesh cross piece II for Nutty;10,39;ST;1,00 pc/pc
00916-009;Sto-quoin mesh cross piece III for Nutt;10,18;ST;1,00 pc/pc
00916-010;Sto-quoin mesh T-piece I for groove type I;9,05;ST;1,00 pc/pc
00916-011;Sto-quoin mesh T-piece II for groove type I;9,05;ST;1,00 pc/pc
00916-012;Sto-quoin mesh T-piece III for groove type;9,05;ST;1,00 pc/pc
00974-001;Sto-Sturzeckwinkel 10 cm;4,87;ST;1,00 pc/pc
00974-003;Sto-Sturzeckwinkel 20 cm;4,84;ST;1,00 pc/pc
00974-011;Sto-Sturzeckwinkel 30 cm;6,17;ST;
01962-001;Sto-Panzerwinkel Typ 11/13 cm;2,18;M;1,00 m/m
07713-003;StoGuard Mesh 10 cm wide;0,50;M;1 m/m
07713-004;StoGuard Mesh 25 cm wide;1,13;M;1 m/m
00728-002;Sto-Baukleber;1,30;KG;4,00 - 6,00 kg/m² bonding
00157-001;StoColl Mineral HP;1,27;KG;4,00 - 7,00 kg/m² bonding
00737-001;StoLevell Cell;1,29;KG;5,00 - 10,00 kg/m² bonding
08781-001;StoLevell Combi plus;1,05;KG;4,00 - 7,00 kg/m² bonding
01373-009;StoLevell duo;0,39;KG;4,50 - 5,50 kg/m² bonding
01373-029;StoLevell duo plus;0,46;KG;4,50 - 7,50 kg/m² bonding
02241-001;StoLevell duo plus QS;0,91;KG;4,50 - 7,50 kg/m² bonding
08210-004;StoLevell FT;1,73;KG;4,00 - 7,00 kg/m² bonding
09621-003;StoLevell Neo AimS;1,58;KG;6,00 - 7,00 kg/m² bonding von Weichfaserplatten
00714-030;StoLevell Novo;0,95;KG;5,00 - 15,00 kg/m² Armierung je nach Systemzulassung
00815-001;StoLevell Uni;0,97;KG;4,00 - 7,00 kg/m² bonding
00829-004;Sto-Dispersionskleber;4,75;KG;1,00 - 1,50 kg/m² bonding von EPS-Hartschaumplatten 4x4 Zahnung
00832-006;Sto-Steinpaste;9,89;KG;1,00 kg/m²
00002-001;StoArmat Classic AimS tinted;3,70;KG;5,00 - 10,00 kg/m² as reinforcing compound on mineral wool insulation boards
00002-002;StoArmat Classic AimS natural;3,11;KG;5,00 - 10,00 kg/m² as reinforcing compound on mineral wool insulation boards
09595-001;StoArmat Classic HD;3,41;KG;4,00 - 9,50 kg/m² as reinforcing compound on EPS-Hartschaumplatten d = 2,5 - 5,0 mm
00250-086;StoArmat Classic plus F tinted;3,60;KG;3,50 - 9,50 kg/m² as reinforcing compound on EPS-Hartschaumplatten
00250-087;StoArmat Classic plus F natural;3,02;KG;3,50 - 9,50 kg/m² as reinforcing compound on EPS-Hartschaumplatten
00250-090;StoArmat Classic plus G tinted;3,11;KG;3,50 - 9,50 kg/m² as reinforcing compound on EPS-Hartschaumplatten
00250-091;StoArmat Classic plus G natural;2,52;KG;3,50 - 9,50 kg/m² as reinforcing compound on EPS-Hartschaumplatten
00250-088;StoArmat Classic plus M tinted;3,46;KG;3,50 - 9,50 kg/m² as reinforcing compound on EPS-Hartschaumplatten
00250-089;StoArmat Classic plus M natural;2,88;KG;3,50 - 9,50 kg/m² as reinforcing compound on EPS-Hartschaumplatten
09021-017;StoArmat Classic plus QS F tinted;3,83;KG;3,50 - 9,50 kg/m² as reinforcing compound on EPS-Hartschaumplatten
09021-018;StoArmat Classic plus QS F natural;3,25;KG;3,50 - 9,50 kg/m² as reinforcing compound on EPS-Hartschaumplatten
09021-021;StoArmat Classic plus QS G tinted;3,33;KG;3,50 - 9,50 kg/m² as reinforcing compound on EPS-Hartschaumplatten
09021-022;StoArmat Classic plus QS G natural;2,75;KG;3,50 - 9,50 kg/m² as reinforcing compound on EPS-Hartschaumplatten
09021-019;StoArmat Classic plus QS M tinted;3,69;KG;3,50 - 9,50 kg/m² as reinforcing compound on EPS-Hartschaumplatten
09021-020;StoArmat Classic plus QS M natural;3,11;KG;3,50 - 9,50 kg/m² as reinforcing compound on EPS-Hartschaumplatten
00250-033;StoArmat Classic S1 tinted;3,43;KG;3,50 - 4,50 kg/m² as reinforcing compound on EPS-Hartschaumplatten
00250-029;StoArmat Classic S1 natural;2,85;KG;3,50 - 4,50 kg/m² as reinforcing compound on EPS-Hartschaumplatten
02559-002;Sto-Turbofix Mini 750 ml;22,99;ST;0,13 - 0,33 St./m²
01894-020;StoFix Iso-Bar 200 mm;26,18;ST;1,0 pc/pc depending on the project and application
01894-021;StoFix Iso-Bar 260 mm;28,87;ST;1,0 pc/pc depending on the project and application
01894-022;StoFix Iso-Bar 320 mm;31,55;ST;1,0 pc/pc depending on the project and application
01894-023;StoFix Iso-Bar 380 mm;34,28;ST;1,0 pc/pc depending on the project and application
01923-024;StoFix Iso-dart 100 mm;5,39;ST;
01923-025;StoFix Iso-dart 120 mm;5,52;ST;
01923-026;StoFix Iso-dart 140 mm;5,66;ST;
01923-027;StoFix Iso-dart 160 mm;5,80;ST;
01923-028;StoFix Iso-dart 180 mm;5,95;ST;
01923-029;StoFix Iso-dart 200 mm;6,11;ST;
01923-030;StoFix Iso-dart 220 mm;6,25;ST;
01923-031;StoFix Iso-dart 240 mm;6,41;ST;
01923-032;StoFix Iso-dart 260 mm;6,56;ST;
01923-033;StoFix Iso-dart 280 mm;6,72;ST;
01923-023;StoFix Iso-dart 80 mm;5,26;ST;
02677-005;StoFix block HD Maxi 100 mm Format 198x;23,18;ST;1,00 pc/pc
02677-006;StoFix block HD Maxi 120 mm Format 198x;25,49;ST;1,00 pc/pc
02677-007;StoFix block HD Maxi 140 mm Format 198x;28,04;ST;1,00 pc/pc
02677-009;StoFix block HD Maxi 160 mm Format 198x;30,84;ST;1,00 pc/pc
02677-010;StoFix block HD Maxi 180 mm Format 198x;33,92;ST;1,00 pc/pc
02677-011;StoFix block HD Maxi 200 mm Format 198x;37,32;ST;1,00 pc/pc
02677-023;StoFix block HD Maxi 220 mm Format 198x;41,06;ST;1,00 pc/pc
02677-024;StoFix block HD Maxi 240 mm Format 198x;45,15;ST;1,00 pc/pc
02677-025;StoFix block HD Maxi 260 mm Format 198x;49,68;ST;1,00 pc/pc
02677-026;StoFix block HD Maxi 280 mm Format 198x;54,64;ST;1,00 pc/pc
02677-027;StoFix block HD Maxi 300 mm Format 198x;60,10;ST;1,00 pc/pc
02677-001;StoFix block HD Maxi 60 mm Format 198x1;17,42;ST;1,00 pc/pc
02677-003;StoFix block HD Maxi 80 mm Format 198x1;21,07;ST;1,00 pc/pc
02676-005;StoFix block ND Midi 100 mm 100x150 mm;13,13;ST;1,00 pc/pc
02676-006;StoFix block ND Midi 120 mm 100x150 mm;13,66;ST;1,00 pc/pc
02676-007;StoFix block ND Midi 140 mm 100x150 mm;14,21;ST;1,00 pc/pc
02676-009;StoFix block ND Midi 160 mm 100x150 mm;14,77;ST;1,00 pc/pc
02676-010;StoFix block ND Midi 180 mm 100x150 mm;15,35;ST;1,00 pc/pc
02676-011;StoFix block ND Midi 200 mm 100x150 mm;15,98;ST;1,00 pc/pc
02676-013;StoFix block ND Midi 220 mm 100x150 mm;16,61;ST;1,00 pc/pc
02676-014;StoFix block ND Midi 240 mm 100x150 mm;17,28;ST;1,00 pc/pc
02676-015;StoFix block ND Midi 260 mm 100x150 mm;17,97;ST;1,00 pc/pc
02676-016;StoFix block ND Midi 280 mm 100x150 mm;18,69;ST;1,00 pc/pc
02676-017;StoFix block ND Midi 300 mm 100x150 mm;19,43;ST;1,00 pc/pc
02676-018;StoFix block ND Midi 40 mm 100x150 mm;10,41;ST;1,00 pc/pc
02676-001;StoFix block ND Midi 60 mm 100x150 mm;11,22;ST;1,00 pc/pc
02676-003;StoFix block ND Midi 80 mm 100x150 mm;12,14;ST;1,00 pc/pc
02675-001;StoFix block ND Mini  60 mm 100x100 mm;8,87;ST;1,00 pc/pc
02675-003;StoFix block ND Mini  80 mm 100x100 mm;9,77;ST;1,00 pc/pc
02675-005;StoFix block ND Mini 100 mm 100x100 mm;10,26;ST;1,00 pc/pc
02675-006;StoFix block ND Mini 120 mm 100x100 mm;10,78;ST;1,00 pc/pc
02675-007;StoFix block ND Mini 140 mm 100x100 mm;11,31;ST;1,00 pc/pc
02675-009;StoFix block ND Mini 160 mm 100x100 mm;12,47;ST;1,00 pc/pc
02675-010;StoFix block ND Mini 180 mm 100x100 mm;13,10;ST;1,00 pc/pc
02675-011;StoFix block ND Mini 200 mm 100x100 mm;13,75;ST;1,00 pc/pc
02675-013;StoFix block ND Mini 220 mm 100x100 mm;14,44;ST;1,00 pc/pc
02675-014;StoFix block ND Mini 240 mm 100x100 mm;15,15;ST;1,00 pc/pc
02675-015;StoFix block ND Mini 260 mm 100x100 mm;15,92;ST;1,00 pc/pc
02675-016;StoFix block ND Mini 280 mm 100x100 mm;16,72;ST;1,00 pc/pc
02675-017;StoFix block ND Mini 300 mm 100x100 mm;17,54;ST;1,00 pc/pc
09052-001;StoFix block Quick 120 x 160 x 1000 mm;54,41;ST;1,00 pc/pc
04001-015;StoFix SLK-ALU-TQ 100 mm;151,13;ST;
04001-016;StoFix SLK-ALU-TQ 120 mm;156,75;ST;
04001-017;StoFix SLK-ALU-TQ 140 mm;161,63;ST;
04001-018;StoFix SLK-ALU-TQ 160 mm;167,63;ST;
04001-019;StoFix SLK-ALU-TQ 180 mm;173,25;ST;
04001-020;StoFix SLK-ALU-TQ 200 mm;179,25;ST;
04001-021;StoFix SLK-ALU-TQ 220 mm;185,25;ST;
04001-022;StoFix SLK-ALU-TQ 240 mm;192,00;ST;
04001-023;StoFix SLK-ALU-TQ 260 mm;198,75;ST;
04001-024;StoFix SLK-ALU-TQ 280 mm;205,50;ST;
04001-025;StoFix SLK-ALU-TQ 300 mm;213,00;ST;
04001-001;StoFix SLK-ALU-TR 100 mm;126,00;ST;
04001-002;StoFix SLK-ALU-TR 120 mm;130,50;ST;
04001-003;StoFix SLK-ALU-TR 140 mm;135,00;ST;
04001-004;StoFix SLK-ALU-TR 160 mm;139,88;ST;
04001-005;StoFix SLK-ALU-TR 180 mm;145,13;ST;
04001-006;StoFix SLK-ALU-TR 200 mm;149,63;ST;
04001-007;StoFix SLK-ALU-TR 220 mm;154,88;ST;
04001-008;StoFix SLK-ALU-TR 240 mm;160,50;ST;
04001-009;StoFix SLK-ALU-TR 260 mm;165,75;ST;
04001-010;StoFix SLK-ALU-TR 280 mm;172,13;ST;
04001-011;StoFix SLK-ALU-TR 300 mm;177,38;ST;
08029-009;StoFix support bracket 100 mm;36,89;ST;
08029-010;StoFix support bracket 120 mm;37,97;ST;
08029-011;StoFix support bracket 140 mm;39,51;ST;
08029-012;StoFix support bracket 160 mm;40,74;ST;
08029-013;StoFix support bracket 180 mm;41,85;ST;
08029-014;StoFix support bracket 200 mm;43,19;ST;
08029-015;StoFix support bracket 220 mm;44,18;ST;
08029-016;StoFix support bracket 240 mm;45,31;ST;
08029-017;StoFix support bracket 260 mm;46,38;ST;
08029-018;StoFix support bracket 280 mm;47,81;ST;
08029-019;StoFix support bracket 300 mm;48,62;ST;
08029-008;StoFix support bracket 80 mm;36,52;ST;
01896-009;StoFix Trawik PU 100 mm;32,66;ST;1,00 pc/pc
01896-010;StoFix Trawik PU 120 mm;34,03;ST;1,00 pc/pc
01896-011;StoFix Trawik PU 140 mm;35,14;ST;1,00 pc/pc
01896-012;StoFix Trawik PU 160 mm;36,54;ST;1,00 pc/pc
01896-013;StoFix Trawik PU 180 mm;37,73;ST;1,00 pc/pc
01896-014;StoFix Trawik PU 200 mm;38,63;ST;1,00 pc/pc
01896-007;StoFix Trawik PU 60 mm;31,31;ST;1,00 pc/pc
01896-008;StoFix Trawik PU 80 mm;31,70;ST;1,00 pc/pc
01896-017;StoFix Trawik PU Einschraubmuffe SK M8 L;2,32;ST;1,00 pc/pc
07708-004;StoFix TWL-ALU-RF 100 mm;57,33;ST;
07708-005;StoFix TWL-ALU-RF 120 mm;59,96;ST;
07708-006;StoFix TWL-ALU-RF 140 mm;62,09;ST;
07708-007;StoFix TWL-ALU-RF 160 mm;64,79;ST;
07708-008;StoFix TWL-ALU-RF 180 mm;67,09;ST;
07708-009;StoFix TWL-ALU-RF 200 mm;68,86;ST;
07708-010;StoFix TWL-ALU-RF 220 mm;71,29;ST;
07708-011;StoFix TWL-ALU-RF 240 mm;73,73;ST;
07708-012;StoFix TWL-ALU-RF 260 mm;76,16;ST;
07708-013;StoFix TWL-ALU-RF 280 mm;78,61;ST;
07708-014;StoFix TWL-ALU-RF 300 mm;81,04;ST;
07708-015;StoFix TWL-ALU-RL 100 mm;57,33;ST;
07708-016;StoFix TWL-ALU-RL 120 mm;59,96;ST;
07708-017;StoFix TWL-ALU-RL 140 mm;62,09;ST;
07708-018;StoFix TWL-ALU-RL 160 mm;64,79;ST;
07708-019;StoFix TWL-ALU-RL 180 mm;67,09;ST;
07708-020;StoFix TWL-ALU-RL 200 mm;68,86;ST;
07708-021;StoFix TWL-ALU-RL 220 mm;71,29;ST;
07708-022;StoFix TWL-ALU-RL 240 mm;73,73;ST;
07708-023;StoFix TWL-ALU-RL 260 mm;76,16;ST;
07708-024;StoFix TWL-ALU-RL 280 mm;78,61;ST;
07708-025;StoFix TWL-ALU-RL 300 mm;81,04;ST;
00069-014;StoFix UMP-ALU-TR 100 mm;89,63;ST;
00069-015;StoFix UMP-ALU-TR 120 mm;96,75;ST;
00069-016;StoFix UMP-ALU-TR 140 mm;96,75;ST;
00069-017;StoFix UMP-ALU-TR 160 mm;98,63;ST;
00069-018;StoFix UMP-ALU-TR 180 mm;102,00;ST;
00069-019;StoFix UMP-ALU-TR 200 mm;109,13;ST;
00069-020;StoFix UMP-ALU-TR 220 mm;111,75;ST;
00069-021;StoFix UMP-ALU-TR 240 mm;113,25;ST;
00069-022;StoFix UMP-ALU-TR 260 mm;119,63;ST;
00069-023;StoFix UMP-ALU-TR 280 mm;123,38;ST;
00069-024;StoFix UMP-ALU-TR 300 mm;127,50;ST;
00069-013;StoFix UMP-ALU-TR 80 mm;84,38;ST;
04950-005;StoFix washer;0,95;ST;
02778-003;StoFix Spirale ID 60 length 60 mm, with Di;1,40;ST;
04896-015;StoFix Zyrillo 125 mm;9,95;ST;
04896-014;StoFix Zyrillo 70 mm;5,47;ST;
08926-002;StoFix Eldoline;2,13;ST;1 St.
08926-016;StoFix Eldoline CA;4,56;ST;1 St.
08926-003;StoFix Eldoline milling tool;29,00;ST;1 St.
01894-017;cleaning brush D 26 mm;4,64;ST;
01894-016;cleaning brush D 28 mm;4,64;ST;
01894-018;Sto-Drahtseilschere;48,80;ST;
01894-015;StoFix Iso-Bar Drill D 24/310-250;60,08;ST;
01894-014;StoFix Iso-Bar Drill D 24/450-400;66,69;ST;
01894-013;StoFix Iso-Bar Drill D 26/250-200;46,19;ST;
01894-012;StoFix Iso-Bar Drill D 26/450-400;56,14;ST;
01894-010;StoFix Iso-Bar ECO climbing rung;3,40;ST;
01894-011;StoFix Iso-Bar ECO Rundlitzenseil D 4 mm;2,95;M;
01894-019;StoFix Iso-Bar ECO Seilabdeckkappe;0,23;ST;
01894-008;StoFix Iso-Bar ECO Seilkreuz 90° A4;10,44;ST;
01894-007;StoFix Iso-Bar ECO Seilkreuz 90° PL;5,45;ST;
01894-009;StoFix Iso-Bar ECO Seilkreuz verstellbar;16,35;ST;
04001-013;StoFix SLK-ALU injection anchor Beton;10,45;ST;
04001-012;StoFix SLK-ALU injection anchor Mauerwerk;17,09;ST;
04001-026;StoFix SLK-ALU-TQ Setzlehre;7,52;ST;
04001-014;StoFix SLK-ALU-TR Setzlehre;10,46;ST;
08029-029;RAMPA Muffe SK 16 mm L = 30 mm;4,01;ST;
01896-018;StoFix Trawik PU/FK Setzlehre;120,75;ST;1,00 pc/pc
01896-019;StoFix Trawik PU/FK/TWL Bohrlehre;67,28;ST;1,00 pc/pc
00069-027;StoFix UMP-ALU injection anchor;16,33;ST;
00069-025;StoFix UMP-ALU frame anchor;5,90;ST;
00069-028;StoFix UMP-ALU-TR Setzlehre;4,04;ST;
01894-003;StoFix Iso-Bar ECO 200 mm;60,47;ST;1,0 pc/pc depending on the project and application
01894-004;StoFix Iso-Bar ECO 260 mm;63,21;ST;1,0 pc/pc depending on the project and application
01894-005;StoFix Iso-Bar ECO 320 mm;65,93;ST;1,0 pc/pc depending on the project and application
01894-006;StoFix Iso-Bar ECO 380 mm;68,68;ST;1,0 pc/pc depending on the project and application
02657-065;Sto-connection profile Pronto 1,25 cm 300 c;4,82;M;1,00 m/m
02657-083;Sto-connection profile Pronto 2,0 cm 300 cm;5,64;M;1,00 m/m
02657-084;Sto-connection profile Pronto 3,0 cm 300 cm;4,93;M;1,00 m/m
02657-206;Sto-connection profile Pronto 3D 300 cm;7,58;M;1,00 m/m
02657-247;StoProfile Pronto RO 1,25 cm 300 cm;9,37;M;1,0 m/m
02659-002;StoProfile Pronto V 260 cm;3,69;M;1,00 m/m
01031-027;StoProfile Seal Bravo S anthracite 260 cm;4,37;M;1,00 m/m
01031-025;StoProfile Seal Bravo S white 155 cm;4,37;M;1,00 m/m
01031-026;StoProfile Seal Bravo S white 260 cm;4,37;M;1,00 m/m
01928-002;StoProfile Seal Brick anthracite 260 cm;6,51;M;1,00 m/m
01804-013;StoProfile Seal Perfect anthracite 260 cm;3,85;M;1,0 m/m
01804-011;StoProfile Seal Perfect white 155 cm;3,08;M;1,0 m/m
01804-012;StoProfile Seal Perfect white 260 cm;3,08;M;1,0 m/m
01804-016;StoProfile Seal Perfect S anthracite 260;3,85;M;1,00 m/m
01804-014;StoProfile Seal Perfect S white 155 cm;3,85;M;1,00 m/m
01804-015;StoProfile Seal Perfect S white 260 cm;3,85;M;1,00 m/m
02934-008;StoProfile Seal Roma 155 cm;3,25;M;1,00 m/m
02934-007;StoProfile Seal Roma 260 cm;3,25;M;1,00 m/m
01032-033;StoProfile Seal Standard S 155 cm;2,89;M;1,00 m/m
01032-034;StoProfile Seal Standard S 260 cm;2,86;M;1,00 m/m
07902-014;StoProfile Seal Supra white 155 cm;3,27;M;1,00 m/m
07902-013;StoProfile Seal Supra white 260 cm;3,27;M;1,00 m/m
01897-026;Sto-Dehnfugen-Abdeckprofil E 250 cm;4,88;M;1,00 m/m
01897-025;Sto-Dehnfugen-Abdeckprofil V 250 cm;3,49;M;1,00 m/m
01897-017;Sto-expansion joint profile E 250 cm;13,56;M;1,00 m/m
01897-023;Sto-expansion joint profile E outside corner piece;25,24;ST;
01897-024;Sto-expansion joint profile E inside corner piece;25,24;ST;
01897-020;Sto-expansion joint profile E cross piece;45,02;ST;
01897-022;Sto-expansion joint profile E L-piece;25,24;ST;
01897-021;Sto-expansion joint profile E T-piece;36,42;ST;
01897-018;Sto-expansion joint profile V 250 cm;13,56;M;1,00 m/m
01976-002;StoProfile Move H 200 cm;13,07;M;1,00 m/m
01976-004;StoProfile Move H outside corner piece;34,37;ST;1,00 m/m
01976-003;StoProfile Move H inside corner piece;34,37;ST;1,00 m/m
01895-003;StoProfile Move V 2 265 cm;9,17;M;1,00 m/m
00961-045;Sto-Gewebewinkel Standard 10/35 Kunststo;1,81;M;1,00 m/m
00961-013;Sto-Gewebewinkel Standard 11/13 Kunststo;0,94;M;1,00 m/m
00961-014;Sto-Gewebewinkel Standard 11/22 Kunststo;1,24;M;1,00 m/m
08147-001;Sto-Kantenprofil Y 10 mm 250 cm;1,88;M;1,00 m/m
08147-004;Sto-Kantenprofil Y 5 mm 250 cm;1,77;M;1,00 m/m
01917-007;Sto-Rolleckwinkel Ideal 10/15 cm;1,65;M;1,00 m/m
01839-012;StoProfile Drip F 200 cm;5,02;M;1,00 m/m
02163-006;Sto-clip-on profile Novo 10 mm stainless steel;3,45;M;1,00 m/m
02163-007;Sto-clip-on profile Novo 15 mm stainless steel;3,58;M;1,00 m/m
02163-005;Sto-clip-on profile Novo 6 mm stainless steel 2;3,35;M;1,00 m/m
08904-019;Sto-clip-on profile Perfekt 10 mm 240 cm;4,82;M;1,00 m/m
08904-005;Sto-clip-on profile Perfekt 3 mm 230 cm l;2,00;M;1,00 m/m
08904-006;Sto-clip-on profile Perfekt 6 mm 230 cm l;2,37;M;1,00 m/m
07845-003;Sto-plinth strip Universal  22 mm;3,48;M;1,00 m/m
07845-004;Sto-plinth strip Universal  32 mm;3,82;M;1,00 m/m
07845-005;Sto-plinth strip Universal  42 mm;4,17;M;1,00 m/m
07845-006;Sto-plinth strip Universal  52 mm;4,50;M;1,00 m/m
07845-007;Sto-plinth strip Universal  62 mm;4,85;M;1,00 m/m
07845-008;Sto-plinth strip Universal  72 mm;5,19;M;1,00 m/m
07845-009;Sto-plinth strip Universal  82 mm;5,52;M;1,00 m/m
07845-010;Sto-plinth strip Universal  92 mm;6,88;M;1,00 m/m
07845-011;Sto-plinth strip Universal 102 mm;7,63;M;1,00 m/m
07845-012;Sto-plinth strip Universal 122 mm;8,67;M;1,00 m/m
07845-013;Sto-plinth strip Universal 142 mm;9,73;M;1,00 m/m
07845-014;Sto-plinth strip Universal 152 mm;10,82;M;1,00 m/m
07845-015;Sto-plinth strip Universal 162 mm;12,53;M;1,00 m/m
07845-001;Sto-plinth strip Universal 182 mm;13,14;M;1,00 m/m
07845-002;Sto-plinth strip Universal 202 mm;14,43;M;1,00 m/m
01827-037;Sto-plinth profile PH 10 mm 240 cm;4,68;M;1,00 m/m
01827-025;Sto-plinth profile PH 3 mm 240 cm;4,62;M;1,00 m/m
01827-034;Sto-plinth profile PH 3 mm Ausladung 36 mm;4,48;M;1,00 m/m
01827-030;Sto-plinth profile PH 3 mm outside corner piece;10,23;ST;1,00 m/m
01827-029;Sto-plinth profile PH 3 mm inside corner piece;10,23;ST;1,00 m/m
01827-026;Sto-plinth profile PH 6 mm 240 cm;5,00;M;1,00 m/m
01827-032;Sto-plinth profile PH 6 mm outside corner piece;10,23;ST;1,00 m/m
01827-031;Sto-plinth profile PH 6 mm inside corner piece;10,23;ST;1,00 m/m
01827-027;Sto-plinth profile PH-A 3 mm 240 cm;4,48;M;1,00 m/m
01827-028;Sto-plinth profile PH-A 6 mm 240 cm;4,74;M;1,00 m/m
01827-022;Sto-Verbreiterungsprofil PH 250 cm;2,46;M;1 m/m
01940-003;StoProfile Start ST 100 mm 200 cm;3,73;M;1,00 m/m
01940-005;StoProfile Start ST 160 mm 200 cm;4,80;M;1,00 m/m
01940-004;StoProfile Start ST 60 mm 200 cm;2,89;M;1,00 m/m
09390-017;Sto-joint side profile 23 mm white 250 cm;3,43;M;
04893-001;Sto-Attikaprofil 230 cm long;4,24;M;1,00 m/m
08904-018;Sto-clip-on profile RK 210 cm long;4,92;M;1 m/m
02164-006;Sto-roof ventilation profile Air 250 cm;4,97;M;1,00 m/m
09390-012;Sto-joint side profile corner piece black;12,14;ST;1,00 m/m
09390-011;Sto-joint side profile corner piece white;12,14;ST;1,00 m/m
09390-001;Sto-joint side profile black 250 cm la;4,58;M;1,00 m/m
09390-008;Sto-joint side profile white 250 cm long;4,58;M;1,00 m/m
02083-013;Sto-Putzabschlussprofil  3 mm 240 cm lan;1,21;M;1,00 m/m
02083-014;Sto-Putzabschlussprofil  6 mm 240 cm lan;1,21;M;1,00 m/m
02083-015;Sto-Putzabschlussprofil 10mm 240 cm long;1,33;M;1,00 m/m
02083-016;Sto-Putzabschlussprofil 15 mm 240 cm lan;1,42;M;1,00 m/m
02083-024;Sto-Putzabschlussprofil 20 mm 240 cm lan;1,44;M;1,00 m/m
01889-023;Sto-drip edge profile DP 10 mm 240 cm;3,84;M;
01889-021;Sto-drip edge profile DP 3 mm 240 cm;3,23;M;
01889-024;Sto-drip edge profile DP 3 mm corner piece;3,44;ST;
01889-022;Sto-drip edge profile DP 6 mm 240 cm;3,23;M;
01889-025;Sto-drip edge profile DP 6 mm corner piece;3,53;ST;
01055-004;Sto-drip edge profile Fix 210 cm long;3,92;M;1 m/m
07963-001;Sto-drip edge profile Vario;4,04;M;1,00 m/m
04909-010;Sto-transition profile Blech 250 cm long;5,89;M;1,00 m/m
01835-030;StoFentra Guard corner piece 100 mm;13,34;PAA;1,00 pc/pc
01835-028;StoFentra Guard center piece 100 mm 2,5 m;10,31;M;1,00 pc/pc
01835-041;StoFentra Guard Profile 200 mm 250 cm;12,55;M;1,00 pc/pc
07035-021;StoProfile Edge GTR15 3mm 240cm;3,02;M;1,00 m/m
